pulse_num,min_interval_ns,max_interval_ns,max_torelance_error_ns,consider_amp,max_amp_diff_ratio,max_amp_torelance_error,outdoor_wall_distance_m,outdoor_wall_reflectivity,spoofer_frequency_mhz,spoofer_pulse_width_ns,noise_ratio,ASR,Lost Point Rate
2,250,450,20,true,0.4,0.02,50.0,0.8,16.0,5,0.04,0.6541108630952381,0.39025297619047616
2,250,450,20,true,0.4,0.02,50.0,0.8,16.0,5,0.06,0.7418154761904762,0.44745163690476186
2,250,450,20,true,0.4,0.02,50.0,0.8,16.0,5,0.08,0.7951078869047619,0.46940104166666663
2,250,450,20,true,0.4,0.02,50.0,0.8,16.0,5,0.1,0.8230096726190477,0.4693080357142857
2,250,450,20,true,0.4,0.02,50.0,0.8,18.0,5,0.0,0.4299665178571429,0.2625558035714286
2,250,450,20,true,0.4,0.02,50.0,0.8,18.0,5,0.02,0.5555245535714286,0.30794270833333337
2,250,450,20,true,0.4,0.02,50.0,0.8,18.0,5,0.04,0.6901971726190477,0.39657738095238093
2,250,450,20,true,0.4,0.02,50.0,0.8,18.0,5,0.06,0.7752046130952381,0.4450334821428571
2,250,450,20,true,0.4,0.02,50.0,0.8,18.0,5,0.08,0.8191034226190477,0.4631696428571429
2,250,450,20,true,0.4,0.02,50.0,0.8,18.0,5,0.1,0.8430059523809523,0.44428943452380953
2,250,450,20,true,0.4,0.02,50.0,0.8,20.0,5,0.0,0.384765625,0.16452752976190477
2,250,450,20,true,0.4,0.02,50.0,0.8,20.0,5,0.02,0.5039992559523809,0.2045200892857143
2,250,450,20,true,0.4,0.02,50.0,0.8,20.0,5,0.04,0.6548549107142857,0.3113839285714286
2,250,450,20,true,0.4,0.02,50.0,0.8,20.0,5,0.06,0.7451636904761905,0.36811755952380953
2,250,450,20,true,0.4,0.02,50.0,0.8,20.0,5,0.08,0.8042224702380952,0.38597470238095233
2,250,450,20,true,0.4,0.02,50.0,0.8,20.0,5,0.1,0.8303571428571428,0.37109375
2,250,450,20,true,0.4,0.02,50.0,0.8,22.0,5,0.0,0.5145089285714286,0.31742931547619047
2,250,450,20,true,0.4,0.02,50.0,0.8,22.0,5,0.02,0.6323474702380952,0.33184523809523814
2,250,450,20,true,0.4,0.02,50.0,0.8,22.0,5,0.04,0.7484188988095238,0.3881138392857143
2,250,450,20,true,0.4,0.02,50.0,0.8,22.0,5,0.06,0.8126860119047619,0.41015625
2,250,450,20,true,0.4,0.02,50.0,0.8,22.0,5,0.08,0.8471912202380952,0.41396949404761907
2,250,450,20,true,0.4,0.02,50.0,0.8,22.0,5,0.1,0.8763020833333334,0.40690104166666663
2,250,450,20,true,0.4,0.02,50.0,0.8,24.0,5,0.0,0.5392485119047619,0.32012648809523814
2,250,450,20,true,0.4,0.02,50.0,0.8,24.0,5,0.02,0.6588541666666667,0.33389136904761907
2,250,450,20,true,0.4,0.02,50.0,0.8,24.0,5,0.04,0.7737165178571428,0.38550967261904767
2,250,450,20,true,0.4,0.02,50.0,0.8,24.0,5,0.06,0.8346354166666666,0.40187872023809523
2,250,450,20,true,0.4,0.02,50.0,0.8,24.0,5,0.08,0.8702566964285714,0.40132068452380953
2,250,450,20,true,0.4,0.02,50.0,0.8,24.0,5,0.1,0.8864397321428571,0.36560639880952384
2,250,450,20,true,0.4,0.02,50.0,0.8,26.0,5,0.0,0.8792782738095238,0.7884114583333334
2,250,450,20,true,0.4,0.02,50.0,0.8,26.0,5,0.02,0.9851190476190477,0.7017299107142857
2,250,450,20,true,0.4,0.02,50.0,0.8,26.0,5,0.04,0.9850260416666666,0.6403459821428572
2,250,450,20,true,0.4,0.02,50.0,0.8,26.0,5,0.06,0.9707961309523809,0.5702194940476191
2,250,450,20,true,0.4,0.02,50.0,0.8,26.0,5,0.08,0.9518229166666666,0.517578125
2,250,450,20,true,0.4,0.02,50.0,0.8,26.0,5,0.1,0.9405691964285714,0.45972842261904767
2,250,450,20,true,0.4,0.02,50.0,0.8,28.0,5,0.0,0.5868675595238095,0.38932291666666663
2,250,450,20,true,0.4,0.02,50.0,0.8,28.0,5,0.02,0.7083333333333333,0.38095238095238093
2,250,450,20,true,0.4,0.02,50.0,0.8,28.0,5,0.04,0.8076636904761905,0.4084821428571429
2,250,450,20,true,0.4,0.02,50.0,0.8,28.0,5,0.06,0.8513764880952381,0.4168526785714286
2,250,450,20,true,0.4,0.02,50.0,0.8,28.0,5,0.08,0.8893229166666666,0.41443452380952384
2,250,450,20,true,0.4,0.02,50.0,0.8,28.0,5,0.1,0.9123883928571429,0.3833705357142857
2,250,450,20,true,0.4,0.02,50.0,0.8,30.0,5,0.0,0.61328125,0.4037388392857143
2,250,450,20,true,0.4,0.02,50.0,0.8,30.0,5,0.02,0.7367001488095238,0.3956473214285714
2,250,450,20,true,0.4,0.02,50.0,0.8,30.0,5,0.04,0.8273809523809523,0.4268973214285714
2,250,450,20,true,0.4,0.02,50.0,0.8,30.0,5,0.06,0.8640252976190477,0.4263392857142857
2,250,450,20,true,0.4,0.02,50.0,0.8,30.0,5,0.08,0.8920200892857143,0.40885416666666663
2,250,450,20,true,0.4,0.02,50.0,0.8,30.0,5,0.1,0.9165736607142857,0.3777901785714286
2,250,450,20,true,0.4,0.05,50.0,0.8,0.0,5,0.0,0.0,0.0
2,250,450,20,true,0.4,0.05,50.0,0.8,0.0,5,0.02,0.09663318452380953,0.09663318452380953
2,250,450,20,true,0.4,0.05,50.0,0.8,0.0,5,0.04,0.3351004464285714,0.3351004464285714
2,250,450,20,true,0.4,0.05,50.0,0.8,0.0,5,0.06,0.4852120535714286,0.4852120535714286
2,250,450,20,true,0.4,0.05,50.0,0.8,0.0,5,0.08,0.5808221726190477,0.5808221726190477
2,250,450,20,true,0.4,0.05,50.0,0.8,0.0,5,0.1,0.6454613095238095,0.6454613095238095
2,250,450,20,true,0.4,0.05,50.0,0.8,2.0,5,0.0,0.03394717261904767,0.0
2,250,450,20,true,0.4,0.05,50.0,0.8,2.0,5,0.02,0.13457961309523814,0.10063244047619047
2,250,450,20,true,0.4,0.05,50.0,0.8,2.0,5,0.04,0.35584077380952384,0.3258928571428571
2,250,450,20,true,0.4,0.05,50.0,0.8,2.0,5,0.06,0.5013950892857143,0.46716889880952384
2,250,450,20,true,0.4,0.05,50.0,0.8,2.0,5,0.08,0.5936569940476191,0.5599888392857143
2,250,450,20,true,0.4,0.05,50.0,0.8,2.0,5,0.1,0.6657366071428572,0.6335565476190477
2,250,450,20,true,0.4,0.05,50.0,0.8,4.0,5,0.0,0.09756324404761907,0.04901413690476186
2,250,450,20,true,0.4,0.05,50.0,0.8,4.0,5,0.02,0.19010416666666663,0.1350446428571429
2,250,450,20,true,0.4,0.05,50.0,0.8,4.0,5,0.04,0.40727306547619047,0.34663318452380953
2,250,450,20,true,0.4,0.05,50.0,0.8,4.0,5,0.06,0.5392485119047619,0.47786458333333337
2,250,450,20,true,0.4,0.05,50.0,0.8,4.0,5,0.08,0.6279761904761905,0.5649181547619048
2,250,450,20,true,0.4,0.05,50.0,0.8,4.0,5,0.1,0.6854538690476191,0.6155133928571428
2,250,450,20,true,0.4,0.05,50.0,0.8,6.0,5,0.0,0.17113095238095233,0.1104910714285714
2,250,450,20,true,0.4,0.05,50.0,0.8,6.0,5,0.02,0.26171875,0.19131324404761907
2,250,450,20,true,0.4,0.05,50.0,0.8,6.0,5,0.04,0.45135788690476186,0.37211681547619047
2,250,450,20,true,0.4,0.05,50.0,0.8,6.0,5,0.06,0.5851934523809523,0.49897693452380953
2,250,450,20,true,0.4,0.05,50.0,0.8,6.0,5,0.08,0.6666666666666667,0.5673363095238095
2,250,450,20,true,0.4,0.05,50.0,0.8,6.0,5,0.1,0.7176339285714286,0.6085379464285714
2,250,450,20,true,0.4,0.05,50.0,0.8,8.0,5,0.0,0.18712797619047616,0.09998139880952384
2,250,450,20,true,0.4,0.05,50.0,0.8,8.0,5,0.02,0.2924107142857143,0.17624627976190477
2,250,450,20,true,0.4,0.05,50.0,0.8,8.0,5,0.04,0.48828125,0.36263020833333337
2,250,450,20,true,0.4,0.05,50.0,0.8,8.0,5,0.06,0.6043526785714286,0.46196056547619047
2,250,450,20,true,0.4,0.05,50.0,0.8,8.0,5,0.08,0.6799665178571428,0.5298549107142857
2,250,450,20,true,0.4,0.05,50.0,0.8,8.0,5,0.1,0.7288876488095238,0.5688244047619048
2,250,450,20,true,0.4,0.05,50.0,0.8,10.0,5,0.0,0.2131696428571429,0.09170386904761907
2,250,450,20,true,0.4,0.05,50.0,0.8,10.0,5,0.02,0.32775297619047616,0.17596726190476186
2,250,450,20,true,0.4,0.05,50.0,0.8,10.0,5,0.04,0.5116257440476191,0.33826264880952384
2,250,450,20,true,0.4,0.05,50.0,0.8,10.0,5,0.06,0.6234188988095238,0.43563988095238093
2,250,450,20,true,0.4,0.05,50.0,0.8,10.0,5,0.08,0.7067522321428572,0.49795386904761907
2,250,450,20,true,0.4,0.05,50.0,0.8,10.0,5,0.1,0.7433035714285714,0.533203125
2,250,450,20,true,0.4,0.05,50.0,0.8,12.0,5,0.0,0.32021949404761907,0.19652157738095233
2,250,450,20,true,0.4,0.05,50.0,0.8,12.0,5,0.02,0.41834077380952384,0.2516741071428571
2,250,450,20,true,0.4,0.05,50.0,0.8,12.0,5,0.04,0.58984375,0.39155505952380953
2,250,450,20,true,0.4,0.05,50.0,0.8,12.0,5,0.06,0.6834077380952381,0.46893601190476186
2,250,450,20,true,0.4,0.05,50.0,0.8,12.0,5,0.08,0.7506510416666666,0.5122767857142857
2,250,450,20,true,0.4,0.05,50.0,0.8,12.0,5,0.1,0.7813430059523809,0.5203683035714286
2,250,450,20,true,0.4,0.05,50.0,0.8,14.0,5,0.0,0.3546316964285714,0.21884300595238093
2,250,450,20,true,0.4,0.05,50.0,0.8,14.0,5,0.02,0.4754464285714286,0.2748325892857143
2,250,450,20,true,0.4,0.05,50.0,0.8,14.0,5,0.04,0.6307663690476191,0.39081101190476186
2,250,450,20,true,0.4,0.05,50.0,0.8,14.0,5,0.06,0.7121465773809523,0.44921875
2,250,450,20,true,0.4,0.05,50.0,0.8,14.0,5,0.08,0.7762276785714286,0.48511904761904767
2,250,450,20,true,0.4,0.05,50.0,0.8,14.0,5,0.1,0.8081287202380952,0.48763020833333337
2,250,450,20,true,0.4,0.05,50.0,0.8,16.0,5,0.0,0.40913318452380953,0.25046502976190477
2,250,450,20,true,0.4,0.05,50.0,0.8,16.0,5,0.02,0.5120907738095238,0.28952752976190477
2,250,450,20,true,0.4,0.05,50.0,0.8,16.0,5,0.04,0.6519717261904762,0.38327752976190477
2,250,450,20,true,0.4,0.05,50.0,0.8,16.0,5,0.06,0.7414434523809523,0.4514508928571429
2,250,450,20,true,0.4,0.05,50.0,0.8,16.0,5,0.08,0.7912946428571428,0.46744791666666663
2,250,450,20,true,0.4,0.05,50.0,0.8,16.0,5,0.1,0.8269159226190477,0.46419270833333337
2,250,450,20,true,0.4,0.05,50.0,0.8,18.0,5,0.0,0.43536086309523814,0.2703683035714286
2,250,450,20,true,0.4,0.05,50.0,0.8,18.0,5,0.02,0.548828125,0.3063616071428571
2,250,450,20,true,0.4,0.05,50.0,0.8,18.0,5,0.04,0.6882440476190477,0.39211309523809523
2,250,450,20,true,0.4,0.05,50.0,0.8,18.0,5,0.06,0.7743675595238095,0.44075520833333337
2,250,450,20,true,0.4,0.05,50.0,0.8,18.0,5,0.08,0.8132440476190477,0.4458705357142857
2,250,450,20,true,0.4,0.05,50.0,0.8,18.0,5,0.1,0.8470052083333334,0.44289434523809523
2,250,450,20,true,0.4,0.05,50.0,0.8,20.0,5,0.0,0.37881324404761907,0.1587611607142857
2,250,450,20,true,0.4,0.05,50.0,0.8,20.0,5,0.02,0.5028831845238095,0.2064732142857143
2,250,450,20,true,0.4,0.05,50.0,0.8,20.0,5,0.04,0.6540178571428572,0.31715029761904767
2,250,450,20,true,0.4,0.05,50.0,0.8,20.0,5,0.06,0.7392113095238095,0.3610491071428571
2,250,450,20,true,0.4,0.05,50.0,0.8,20.0,5,0.08,0.8071986607142857,0.39043898809523814
2,250,450,20,true,0.4,0.05,50.0,0.8,20.0,5,0.1,0.8330543154761905,0.37574404761904767
2,250,450,20,true,0.4,0.05,50.0,0.8,22.0,5,0.0,0.5092075892857143,0.30729166666666663
2,250,450,20,true,0.4,0.05,50.0,0.8,22.0,5,0.02,0.6277901785714286,0.32459077380952384
2,250,450,20,true,0.4,0.05,50.0,0.8,22.0,5,0.04,0.7524181547619048,0.38653273809523814
2,250,450,20,true,0.4,0.05,50.0,0.8,22.0,5,0.06,0.8159412202380952,0.41945684523809523
2,250,450,20,true,0.4,0.05,50.0,0.8,22.0,5,0.08,0.8525855654761905,0.41806175595238093
2,250,450,20,true,0.4,0.05,50.0,0.8,22.0,5,0.1,0.8797433035714286,0.3992745535714286
2,250,450,20,true,0.4,0.05,50.0,0.8,24.0,5,0.0,0.5484561011904762,0.32905505952380953
2,250,450,20,true,0.4,0.05,50.0,0.8,24.0,5,0.02,0.671875,0.3334263392857143
2,250,450,20,true,0.4,0.05,50.0,0.8,24.0,5,0.04,0.7758556547619048,0.39043898809523814
2,250,450,20,true,0.4,0.05,50.0,0.8,24.0,5,0.06,0.8360305059523809,0.40699404761904767
2,250,450,20,true,0.4,0.05,50.0,0.8,24.0,5,0.08,0.8660714285714286,0.39685639880952384
2,250,450,20,true,0.4,0.05,50.0,0.8,24.0,5,0.1,0.8922991071428571,0.38011532738095233
2,250,450,20,true,0.4,0.05,50.0,0.8,26.0,5,0.0,0.873046875,0.7841331845238095
2,250,450,20,true,0.4,0.05,50.0,0.8,26.0,5,0.02,0.9838169642857143,0.7055431547619048
2,250,450,20,true,0.4,0.05,50.0,0.8,26.0,5,0.04,0.9840029761904762,0.6396019345238095
2,250,450,20,true,0.4,0.05,50.0,0.8,26.0,5,0.06,0.9706101190476191,0.58984375
2,250,450,20,true,0.4,0.05,50.0,0.8,26.0,5,0.08,0.9522879464285714,0.5154389880952381
2,250,450,20,true,0.4,0.05,50.0,0.8,26.0,5,0.1,0.9378720238095238,0.44940476190476186
2,250,450,20,true,0.4,0.05,50.0,0.8,28.0,5,0.0,0.5845424107142857,0.37927827380952384
2,250,450,20,true,0.4,0.05,50.0,0.8,28.0,5,0.02,0.7091703869047619,0.38151041666666663
2,250,450,20,true,0.4,0.05,50.0,0.8,28.0,5,0.04,0.8067336309523809,0.41452752976190477
2,250,450,20,true,0.4,0.05,50.0,0.8,28.0,5,0.06,0.8560267857142857,0.42178199404761907
2,250,450,20,true,0.4,0.05,50.0,0.8,28.0,5,0.08,0.8894159226190477,0.40941220238095233
2,250,450,20,true,0.4,0.05,50.0,0.8,28.0,5,0.1,0.9122023809523809,0.38076636904761907
2,250,450,20,true,0.4,0.05,50.0,0.8,30.0,5,0.0,0.6150483630952381,0.40383184523809523
2,250,450,20,true,0.4,0.05,50.0,0.8,30.0,5,0.02,0.7345610119047619,0.40113467261904767
2,250,450,20,true,0.4,0.05,50.0,0.8,30.0,5,0.04,0.8182663690476191,0.41452752976190477
2,250,450,20,true,0.4,0.05,50.0,0.8,30.0,5,0.06,0.8720238095238095,0.4308035714285714
2,250,450,20,true,0.4,0.05,50.0,0.8,30.0,5,0.08,0.8961123511904762,0.40773809523809523
2,250,450,20,true,0.4,0.05,50.0,0.8,30.0,5,0.1,0.9166666666666666,0.37769717261904767
2,250,450,20,true,0.4,0.08,50.0,0.8,0.0,5,0.0,0.0,0.0
2,250,450,20,true,0.4,0.08,50.0,0.8,0.0,5,0.02,0.09784226190476186,0.09784226190476186
2,250,450,20,true,0.4,0.08,50.0,0.8,0.0,5,0.04,0.3401227678571429,0.3401227678571429
2,250,450,20,true,0.4,0.08,50.0,0.8,0.0,5,0.06,0.47972470238095233,0.47972470238095233
2,250,450,20,true,0.4,0.08,50.0,0.8,0.0,5,0.08,0.5828683035714286,0.5828683035714286
2,250,450,20,true,0.4,0.08,50.0,0.8,0.0,5,0.1,0.6507626488095238,0.6507626488095238
2,250,450,20,true,0.4,0.08,50.0,0.8,2.0,5,0.0,0.036737351190476164,0.0
2,250,450,20,true,0.4,0.08,50.0,0.8,2.0,5,0.02,0.12890625,0.09477306547619047
2,250,450,20,true,0.4,0.08,50.0,0.8,2.0,5,0.04,0.35816592261904767,0.32598586309523814
2,250,450,20,true,0.4,0.08,50.0,0.8,2.0,5,0.06,0.5039992559523809,0.47005208333333337
2,250,450,20,true,0.4,0.08,50.0,0.8,2.0,5,0.08,0.6005394345238095,0.5663132440476191
2,250,450,20,true,0.4,0.08,50.0,0.8,2.0,5,0.1,0.6675967261904762,0.6319754464285714
2,250,450,20,true,0.4,0.08,50.0,0.8,4.0,5,0.0,0.09281994047619047,0.049200148809523836
2,250,450,20,true,0.4,0.08,50.0,0.8,4.0,5,0.02,0.20079985119047616,0.1448102678571429
2,250,450,20,true,0.4,0.08,50.0,0.8,4.0,5,0.04,0.39946056547619047,0.341796875
2,250,450,20,true,0.4,0.08,50.0,0.8,4.0,5,0.06,0.5395275297619048,0.47591145833333337
2,250,450,20,true,0.4,0.08,50.0,0.8,4.0,5,0.08,0.6281622023809523,0.5618489583333333
2,250,450,20,true,0.4,0.08,50.0,0.8,4.0,5,0.1,0.6814546130952381,0.6129092261904762
2,250,450,20,true,0.4,0.08,50.0,0.8,6.0,5,0.0,0.16145833333333337,0.1071428571428571
2,250,450,20,true,0.4,0.08,50.0,0.8,6.0,5,0.02,0.26497395833333337,0.19187127976190477
2,250,450,20,true,0.4,0.08,50.0,0.8,6.0,5,0.04,0.45405505952380953,0.37230282738095233
2,250,450,20,true,0.4,0.08,50.0,0.8,6.0,5,0.06,0.5778459821428572,0.48614211309523814
2,250,450,20,true,0.4,0.08,50.0,0.8,6.0,5,0.08,0.6688058035714286,0.5702194940476191
2,250,450,20,true,0.4,0.08,50.0,0.8,6.0,5,0.1,0.7083333333333333,0.6065848214285714
2,250,450,20,true,0.4,0.08,50.0,0.8,8.0,5,0.0,0.181640625,0.09412202380952384
2,250,450,20,true,0.4,0.08,50.0,0.8,8.0,5,0.02,0.28664434523809523,0.1735491071428571
2,250,450,20,true,0.4,0.08,50.0,0.8,8.0,5,0.04,0.4874441964285714,0.3540736607142857
2,250,450,20,true,0.4,0.08,50.0,0.8,8.0,5,0.06,0.6049107142857143,0.4645647321428571
2,250,450,20,true,0.4,0.08,50.0,0.8,8.0,5,0.08,0.6742931547619048,0.5239955357142857
2,250,450,20,true,0.4,0.08,50.0,0.8,8.0,5,0.1,0.7329799107142857,0.5754278273809523
2,250,450,20,true,0.4,0.08,50.0,0.8,10.0,5,0.0,0.21084449404761907,0.0959821428571429
2,250,450,20,true,0.4,0.08,50.0,0.8,10.0,5,0.02,0.33054315476190477,0.17568824404761907
2,250,450,20,true,0.4,0.08,50.0,0.8,10.0,5,0.04,0.513671875,0.34375
2,250,450,20,true,0.4,0.08,50.0,0.8,10.0,5,0.06,0.6289992559523809,0.43563988095238093
2,250,450,20,true,0.4,0.08,50.0,0.8,10.0,5,0.08,0.7059151785714286,0.5035342261904762
2,250,450,20,true,0.4,0.08,50.0,0.8,10.0,5,0.1,0.7520461309523809,0.5307849702380952
2,250,450,20,true,0.4,0.08,50.0,0.8,12.0,5,0.0,0.31463913690476186,0.19624255952380953
2,250,450,20,true,0.4,0.08,50.0,0.8,12.0,5,0.02,0.42140997023809523,0.25492931547619047
2,250,450,20,true,0.4,0.08,50.0,0.8,12.0,5,0.04,0.5845424107142857,0.3881138392857143
2,250,450,20,true,0.4,0.08,50.0,0.8,12.0,5,0.06,0.6808035714285714,0.4581473214285714
2,250,450,20,true,0.4,0.08,50.0,0.8,12.0,5,0.08,0.7556733630952381,0.5151599702380952
2,250,450,20,true,0.4,0.08,50.0,0.8,12.0,5,0.1,0.7872953869047619,0.5288318452380952
2,250,450,20,true,0.4,0.08,50.0,0.8,14.0,5,0.0,0.3655133928571429,0.22191220238095233
2,250,450,20,true,0.4,0.08,50.0,0.8,14.0,5,0.02,0.46642485119047616,0.26571800595238093
2,250,450,20,true,0.4,0.08,50.0,0.8,14.0,5,0.04,0.6184895833333333,0.38067336309523814
2,250,450,20,true,0.4,0.08,50.0,0.8,14.0,5,0.06,0.7147507440476191,0.451171875
2,250,450,20,true,0.4,0.08,50.0,0.8,14.0,5,0.08,0.7723214285714286,0.48456101190476186
2,250,450,20,true,0.4,0.08,50.0,0.8,14.0,5,0.1,0.8152901785714286,0.49153645833333337
2,250,450,20,true,0.4,0.08,50.0,0.8,16.0,5,0.0,0.4031808035714286,0.24786086309523814
2,250,450,20,true,0.4,0.08,50.0,0.8,16.0,5,0.02,0.5104166666666667,0.28636532738095233
2,250,450,20,true,0.4,0.08,50.0,0.8,16.0,5,0.04,0.6532738095238095,0.3878348214285714
2,250,450,20,true,0.4,0.08,50.0,0.8,16.0,5,0.06,0.7445126488095238,0.4467075892857143
2,250,450,20,true,0.4,0.08,50.0,0.8,16.0,5,0.08,0.7992931547619048,0.46354166666666663
2,250,450,20,true,0.4,0.08,50.0,0.8,16.0,5,0.1,0.8295200892857143,0.46391369047619047
2,250,450,20,true,0.4,0.08,50.0,0.8,18.0,5,0.0,0.42987351190476186,0.2672991071428571
2,250,450,20,true,0.4,0.08,50.0,0.8,18.0,5,0.02,0.5524553571428572,0.3044084821428571
2,250,450,20,true,0.4,0.08,50.0,0.8,18.0,5,0.04,0.6928013392857143,0.4017857142857143
2,250,450,20,true,0.4,0.08,50.0,0.8,18.0,5,0.06,0.7690662202380952,0.43405877976190477
2,250,450,20,true,0.4,0.08,50.0,0.8,18.0,5,0.08,0.81640625,0.4587053571428571
2,250,450,20,true,0.4,0.08,50.0,0.8,18.0,5,0.1,0.8523065476190477,0.44931175595238093
2,250,450,20,true,0.4,0.08,50.0,0.8,20.0,5,0.0,0.37872023809523814,0.16145833333333337
2,250,450,20,true,0.4,0.08,50.0,0.8,20.0,5,0.02,0.49590773809523814,0.20656622023809523
2,250,450,20,true,0.4,0.08,50.0,0.8,20.0,5,0.04,0.6557849702380952,0.31268601190476186
2,250,450,20,true,0.4,0.08,50.0,0.8,20.0,5,0.06,0.7425595238095238,0.37434895833333337
2,250,450,20,true,0.4,0.08,50.0,0.8,20.0,5,0.08,0.8012462797619048,0.3833705357142857
2,250,450,20,true,0.4,0.08,50.0,0.8,20.0,5,0.1,0.8348214285714286,0.37593005952380953
2,250,450,20,true,0.4,0.08,50.0,0.8,22.0,5,0.0,0.5124627976190477,0.31566220238095233
2,250,450,20,true,0.4,0.08,50.0,0.8,22.0,5,0.02,0.6383928571428572,0.33463541666666663
2,250,450,20,true,0.4,0.08,50.0,0.8,22.0,5,0.04,0.7508370535714286,0.38020833333333337
2,250,450,20,true,0.4,0.08,50.0,0.8,22.0,5,0.06,0.8122209821428572,0.41034226190476186
2,250,450,20,true,0.4,0.08,50.0,0.8,22.0,5,0.08,0.8560267857142857,0.41285342261904767
2,250,450,20,true,0.4,0.08,50.0,0.8,22.0,5,0.1,0.8807663690476191,0.39360119047619047
2,250,450,20,true,0.4,0.08,50.0,0.8,24.0,5,0.0,0.5401785714285714,0.31966145833333337
2,250,450,20,true,0.4,0.08,50.0,0.8,24.0,5,0.02,0.6657366071428572,0.33268229166666663
2,250,450,20,true,0.4,0.08,50.0,0.8,24.0,5,0.04,0.7719494047619048,0.3881138392857143
2,250,450,20,true,0.4,0.08,50.0,0.8,24.0,5,0.06,0.8321242559523809,0.4029017857142857
2,250,450,20,true,0.4,0.08,50.0,0.8,24.0,5,0.08,0.8650483630952381,0.3928571428571429
2,250,450,20,true,0.4,0.08,50.0,0.8,24.0,5,0.1,0.8937872023809523,0.37816220238095233
2,250,450,20,true,0.4,0.08,50.0,0.8,26.0,5,0.0,0.8784412202380952,0.7908296130952381
2,250,450,20,true,0.4,0.08,50.0,0.8,26.0,5,0.02,0.9840029761904762,0.7075892857142857
2,250,450,20,true,0.4,0.08,50.0,0.8,26.0,5,0.04,0.9839099702380952,0.6435081845238095
2,250,450,20,true,0.4,0.08,50.0,0.8,26.0,5,0.06,0.9696800595238095,0.5816592261904762
2,250,450,20,true,0.4,0.08,50.0,0.8,26.0,5,0.08,0.9534040178571429,0.521484375
2,250,450,20,true,0.4,0.08,50.0,0.8,26.0,5,0.1,0.9393601190476191,0.4592633928571429
2,250,450,20,true,0.4,0.08,50.0,0.8,28.0,5,0.0,0.5961681547619048,0.38048735119047616
2,250,450,20,true,0.4,0.08,50.0,0.8,28.0,5,0.02,0.7188430059523809,0.38932291666666663
2,250,450,20,true,0.4,0.08,50.0,0.8,28.0,5,0.04,0.8098958333333334,0.4168526785714286
2,250,450,20,true,0.4,0.08,50.0,0.8,28.0,5,0.06,0.8610491071428572,0.4227120535714286
2,250,450,20,true,0.4,0.08,50.0,0.8,28.0,5,0.08,0.8836495535714286,0.4073660714285714
2,250,450,20,true,0.4,0.08,50.0,0.8,28.0,5,0.1,0.9076450892857143,0.37286086309523814
2,250,450,20,true,0.4,0.08,50.0,0.8,30.0,5,0.0,0.6218377976190477,0.4109933035714286
2,250,450,20,true,0.4,0.08,50.0,0.8,30.0,5,0.02,0.73046875,0.3939732142857143
2,250,450,20,true,0.4,0.08,50.0,0.8,30.0,5,0.04,0.8235677083333334,0.42531622023809523
2,250,450,20,true,0.4,0.08,50.0,0.8,30.0,5,0.06,0.875,0.4319196428571429
2,250,450,20,true,0.4,0.08,50.0,0.8,30.0,5,0.08,0.8986235119047619,0.4137834821428571
2,250,450,20,true,0.4,0.08,50.0,0.8,30.0,5,0.1,0.9152715773809523,0.3836495535714286
2,250,450,20,true,0.4,0.1,50.0,0.8,0.0,5,0.0,0.0,0.0
2,250,450,20,true,0.4,0.1,50.0,0.8,0.0,5,0.02,0.09216889880952384,0.09216889880952384
2,250,450,20,true,0.4,0.1,50.0,0.8,0.0,5,0.04,0.33463541666666663,0.33463541666666663
2,250,450,20,true,0.4,0.1,50.0,0.8,0.0,5,0.06,0.48037574404761907,0.48037574404761907
2,250,450,20,true,0.4,0.1,50.0,0.8,0.0,5,0.08,0.5772879464285714,0.5772879464285714
2,250,450,20,true,0.4,0.1,50.0,0.8,0.0,5,0.1,0.6457403273809523,0.6457403273809523
2,250,450,20,true,0.4,0.1,50.0,0.8,2.0,5,0.0,0.033203125,0.0
2,250,450,20,true,0.4,0.1,50.0,0.8,2.0,5,0.02,0.1275111607142857,0.09523809523809523
2,250,450,20,true,0.4,0.1,50.0,0.8,2.0,5,0.04,0.35286458333333337,0.31854538690476186
2,250,450,20,true,0.4,0.1,50.0,0.8,2.0,5,0.06,0.4991629464285714,0.46437872023809523
2,250,450,20,true,0.4,0.1,50.0,0.8,2.0,5,0.08,0.6010044642857143,0.568359375
2,250,450,20,true,0.4,0.1,50.0,0.8,2.0,5,0.1,0.6636904761904762,0.6306733630952381
2,250,450,20,true,0.4,0.1,50.0,0.8,4.0,5,0.0,0.09840029761904767,0.04836309523809523
2,250,450,20,true,0.4,0.1,50.0,0.8,4.0,5,0.02,0.1911272321428571,0.1350446428571429
2,250,450,20,true,0.4,0.1,50.0,0.8,4.0,5,0.04,0.41452752976190477,0.35472470238095233
2,250,450,20,true,0.4,0.1,50.0,0.8,4.0,5,0.06,0.5454799107142857,0.48093377976190477
2,250,450,20,true,0.4,0.1,50.0,0.8,4.0,5,0.08,0.6327194940476191,0.5694754464285714
2,250,450,20,true,0.4,0.1,50.0,0.8,4.0,5,0.1,0.6802455357142857,0.6159784226190477
2,250,450,20,true,0.4,0.1,50.0,0.8,6.0,5,0.0,0.16313244047619047,0.11067708333333337
2,250,450,20,true,0.4,0.1,50.0,0.8,6.0,5,0.02,0.2650669642857143,0.18880208333333337
2,250,450,20,true,0.4,0.1,50.0,0.8,6.0,5,0.04,0.4542410714285714,0.37648809523809523
